"y" "theta1" "theta2" "V" "W1" "W2"
1.32052739407614 1.91140605246479 1.01298554398771 0.5 0.02 0.005
2.56983961291115 3.14999837107017 1.03628526197814 0.5 0.02 0.005
4.66235540894715 4.25521651071221 1.08849270254958 0.5 0.02 0.005
5.57618156943724 5.30052077337101 1.19539177413775 0.5 0.02 0.005
7.20350214264429 6.40805586205889 1.03878884328612 0.5 0.02 0.005
8.10788311832243 7.44049013341744 1.03764401880348 0.5 0.02 0.005
9.24408749862368 8.59427236740252 1.07963918396233 0.5 0.02 0.005
8.37783825346672 9.78452232777667 1.08491172449999 0.5 0.02 0.005
10.846926590905 10.9570906501747 1.08094282326595 0.5 0.02 0.005
12.1255669879773 11.8300376766204 1.04713250862675 0.5 0.02 0.005
13.3434417155234 13.0693164901163 1.03986431872405 0.5 0.02 0.005
13.8081261571639 14.1015716270287 0.942491503650924 0.5 0.02 0.005
15.7661375106822 14.9883021106751 0.938297413147956 0.5 0.02 0.005
15.8553751111001 16.0345288732174 0.926663838090345 0.5 0.02 0.005
16.5727343949084 17.0597582171052 0.966025870352259 0.5 0.02 0.005
18.4691640053185 17.9257291628286 0.991805708124784 0.5 0.02 0.005
19.1831500849007 18.9016467172629 1.05410943295795 0.5 0.02 0.005
19.0706222439738 19.8692025476343 1.07823023765819 0.5 0.02 0.005
20.8904281445005 21.1500929407073 1.21826565742766 0.5 0.02 0.005
22.1251976369523 22.2206956631869 1.25855091862162 0.5 0.02 0.005
24.306606003103 23.8188866226627 1.25577623141898 0.5 0.02 0.005
25.2121192725765 25.0786229573541 1.20321887879148 0.5 0.02 0.005
26.1349486135846 26.0265821388955 1.30684925687268 0.5 0.02 0.005
27.1386771491838 27.6406850847678 1.34047285811306 0.5 0.02 0.005
28.1810750136502 29.0675276920812 1.27442218115046 0.5 0.02 0.005
30.3839481967631 30.3831665951288 1.2430767121907 0.5 0.02 0.005
31.2346472409807 31.6367567582055 1.20139128632059 0.5 0.02 0.005
31.7417064852664 32.819030901441 1.28469461673105 0.5 0.02 0.005
34.9394472975748 34.1877221935584 1.30823776325941 0.5 0.02 0.005
35.6418092199936 35.4529418537919 1.33440204422525 0.5 0.02 0.005
37.5311485379129 36.7106199794484 1.41981119586401 0.5 0.02 0.005
38.6243658780005 38.2294563392827 1.53201726549597 0.5 0.02 0.005
38.7150043189753 39.5809362032965 1.4914812793133 0.5 0.02 0.005
41.0352489420568 41.005468522561 1.44761473088457 0.5 0.02 0.005
41.8613982379057 42.3242594784813 1.45878905254352 0.5 0.02 0.005
44.6765710632578 44.0329806935205 1.50946792418541 0.5 0.02 0.005
45.1472470744214 45.5967806320562 1.62841573555391 0.5 0.02 0.005
46.6997981398236 47.1599099437427 1.7296933838985 0.5 0.02 0.005
48.6340061343415 48.8602752616235 1.70191766883727 0.5 0.02 0.005
50.397328762086 50.52272034861 1.73686206085955 0.5 0.02 0.005
52.0362986640924 52.1880292189789 1.83182924692703 0.5 0.02 0.005
54.4983965163452 53.994465337906 1.82474469167461 0.5 0.02 0.005
55.3267997047832 55.8088064517782 1.82208355388974 0.5 0.02 0.005
57.1686199793419 57.5850312639795 1.82633753942878 0.5 0.02 0.005
59.7033028579958 59.4865337158053 1.71897086425428 0.5 0.02 0.005
60.6146674594267 60.9882177622243 1.69768863822814 0.5 0.02 0.005
61.2400297406466 62.5936862721733 1.69366542848379 0.5 0.02 0.005
64.1259802182017 64.4537457083689 1.57593409847037 0.5 0.02 0.005
67.3477144900111 65.8718648721316 1.52284317775161 0.5 0.02 0.005
66.2370848633733 67.3971681620129 1.43188799498021 0.5 0.02 0.005
68.6678139228947 68.8927222274156 1.43057561662319 0.5 0.02 0.005
69.4315904246938 70.1918661887103 1.3253962894185 0.5 0.02 0.005
70.6797502959841 71.6586879078264 1.28146610013688 0.5 0.02 0.005
73.035762639622 73.2045116229881 1.31152523608938 0.5 0.02 0.005
74.2278580087732 74.6657289673801 1.37420478286784 0.5 0.02 0.005
75.3446539258523 76.3519237527817 1.35617164862798 0.5 0.02 0.005
79.3196613906681 77.6876742138612 1.37084682533072 0.5 0.02 0.005
79.0189283897735 79.0734837535526 1.40316152076163 0.5 0.02 0.005
80.9863557284745 80.4294104222023 1.40070601975137 0.5 0.02 0.005
82.9777206251534 82.123600405602 1.47335363579033 0.5 0.02 0.005
83.5783289331684 83.4228186131488 1.54292555874675 0.5 0.02 0.005
84.6459872253028 84.7582436828421 1.57976743019464 0.5 0.02 0.005
86.2409293884744 86.5451350370235 1.5255972525081 0.5 0.02 0.005
88.2240258837798 87.9397606283882 1.51307411129742 0.5 0.02 0.005
88.4951063901882 89.3493499206188 1.57179036109694 0.5 0.02 0.005
90.0546202733729 90.7729329047409 1.67369559982382 0.5 0.02 0.005
92.7943813441636 92.5048905271162 1.64674945383513 0.5 0.02 0.005
94.1564955817889 94.3904827315992 1.75893819785903 0.5 0.02 0.005
96.2979268307555 95.8262398207355 1.93554954258712 0.5 0.02 0.005
98.1990457343534 97.838344609343 1.93460205321901 0.5 0.02 0.005
99.466683222686 99.7497004095005 1.96434965672442 0.5 0.02 0.005
102.59489542306 101.520273409855 2.03420037048771 0.5 0.02 0.005
103.96494445272 103.510811270317 1.94557940198953 0.5 0.02 0.005
105.451575297968 105.450067845531 1.82302235311521 0.5 0.02 0.005
106.366132110033 107.183952270585 1.79891223361612 0.5 0.02 0.005
108.102597857218 109.237867278308 1.77549766277609 0.5 0.02 0.005
110.344167559697 111.041252304631 1.79410699119774 0.5 0.02 0.005
112.830214034456 112.426804216378 1.74881809568677 0.5 0.02 0.005
114.563736305605 114.167176165368 1.74187581012132 0.5 0.02 0.005
115.737482587068 115.741261385702 1.81942965866692 0.5 0.02 0.005
117.818744395082 117.660719878233 1.89255211783796 0.5 0.02 0.005
118.014673777774 119.429003973724 1.97478613021837 0.5 0.02 0.005
121.209279747031 121.326745058626 1.9567074809988 0.5 0.02 0.005
123.715678903056 123.427767929596 1.9663398234347 0.5 0.02 0.005
125.876085766926 125.384257074906 1.94882730989299 0.5 0.02 0.005
127.900173577002 127.495185553634 1.77890274695361 0.5 0.02 0.005
129.999549939642 129.327082334409 1.74883177798041 0.5 0.02 0.005
131.627147930589 131.020867662253 1.72872656407463 0.5 0.02 0.005
132.694257074963 132.992786251192 1.74782232924917 0.5 0.02 0.005
133.907882875629 134.572442565563 1.724414762833 0.5 0.02 0.005
135.657884804945 136.260238731317 1.75230158125382 0.5 0.02 0.005
139.186366308758 138.387189085794 1.76333327263452 0.5 0.02 0.005
138.896065461945 139.826791340604 1.81572996694652 0.5 0.02 0.005
141.484434969181 141.77260119111 1.84388202021801 0.5 0.02 0.005
143.393205351035 143.803761662817 1.79429745336729 0.5 0.02 0.005
146.124832820658 145.456486130652 1.74705009097938 0.5 0.02 0.005
146.989015415003 147.264870967823 1.81812558087854 0.5 0.02 0.005
148.127707107296 149.136223345812 1.83539064826177 0.5 0.02 0.005
151.764482119855 151.223121875881 1.84489753353785 0.5 0.02 0.005
152.98685197655 153.203096133659 1.84132199849933 0.5 0.02 0.005
156.564748712995 155.170802679189 1.76726683618679 0.5 0.02 0.005
157.953111593097 156.883815742608 1.88423257221744 0.5 0.02 0.005
158.055316263857 158.779781441391 1.92434114774967 0.5 0.02 0.005
160.819861676826 160.749802606871 1.99813569237312 0.5 0.02 0.005
162.658312653001 162.683713641634 1.95176491288844 0.5 0.02 0.005
164.701113748017 164.786680818328 1.91754271737441 0.5 0.02 0.005
167.446030535198 166.521204501201 1.95249591321177 0.5 0.02 0.005
167.363273651367 168.685413984306 2.01010409577864 0.5 0.02 0.005
170.51379560772 170.763687346304 2.04235775360213 0.5 0.02 0.005
173.310444638409 172.830155952112 1.98126118536692 0.5 0.02 0.005
174.50533114692 174.76515806836 1.87031032003149 0.5 0.02 0.005
177.346561150319 176.828428626558 1.84667305804892 0.5 0.02 0.005
178.559839618221 178.808969109638 1.84698409341468 0.5 0.02 0.005
179.829064995768 180.581042945759 1.89928094908433 0.5 0.02 0.005
180.913624743646 182.515143366256 1.87881025255964 0.5 0.02 0.005
184.059457433561 184.194712076582 1.94358260046836 0.5 0.02 0.005
187.294087456745 186.251896078919 2.07704719970056 0.5 0.02 0.005
188.288394432589 188.424723507339 2.10391461892748 0.5 0.02 0.005
189.921941510764 190.751785723898 2.14607473711486 0.5 0.02 0.005
192.737780428469 192.87584928264 2.01038732247503 0.5 0.02 0.005
194.070229344455 194.51962611022 2.10330130676699 0.5 0.02 0.005
196.995022848859 196.562119226466 2.091328692672 0.5 0.02 0.005
198.344530949236 198.749379706991 2.1314889617843 0.5 0.02 0.005
200.884585138009 200.688070170366 2.10400214828736 0.5 0.02 0.005
201.850009121205 202.675671070147 2.09913435912806 0.5 0.02 0.005
204.670480711121 204.773630357216 2.10824581195427 0.5 0.02 0.005
207.397925753539 206.858695659366 2.2329477699687 0.5 0.02 0.005
209.365030748521 209.248823520136 2.16766718029025 0.5 0.02 0.005
210.074122290644 211.579807644603 2.16367051203375 0.5 0.02 0.005
213.218662796024 213.792246712005 2.02896982069057 0.5 0.02 0.005
