"y" "theta1" "theta2"
8 2.0335351270431 -0.0798603812635635
6 1.56211020349231 -0.212116217884866
2 1.00401242626575 0.0652801383409356
4 1.36019122491891 -0.12226176090511
1 1.37852723472827 0.237797260036009
6 1.35188662202754 0.352421345844055
0 1.63503581714531 0.20649550842976
7 1.81992203731373 0.0293491290591572
3 1.38831912133016 -0.231370664268999
5 1.42421805855167 -0.111273760037111
0 0.891974394977192 -0.114275017055495
2 0.81139967171852 -0.214226949359296
3 0.578918763020184 -0.0502798123939137
0 0.134626458144833 0.0987178767637124
0 -0.336546775535306 -0.0418367431430046
0 -0.127368293333191 -0.0741654369966053
2 -0.110917594519236 -0.102977018737755
0 -0.141044497644717 -0.261712279968209
2 -0.237678800665375 -0.297946919395764
1 -0.290370672372384 -0.203221763168815
2 -0.3337165936269 -0.25310680030909
0 0.0433704535039948 -0.0891173847724733
1 0.033032003036989 0.0336837763026413
2 0.0897800702584796 -0.0287568582329308
1 -0.0730625927041174 0.00606575693684583
1 -0.136621264055509 0.256163384569926
3 0.558766519998531 0.226810465784037
2 0.737523122806221 -0.0119263852922804
2 0.248228941319529 -0.0211027508132247
0 0.463622523718628 0.21089187478102
3 0.765517118281408 0.256261191283947
4 1.10842892051182 -0.0885261080479944
4 1.27657698671008 -0.0254926761351398
1 0.70576924685915 -0.0851550232977135
2 0.672990786066153 -0.0903167277870326
2 0.101419414943363 -0.0302031640481935
2 0.491158219503648 -0.0884833768369677
1 0.515116867247694 0.0536798227020747
0 0.193566799747995 -0.122476143261111
1 -0.478406096779837 -0.257467437264127
0 -0.260413716898911 -0.0324770904072253
0 -0.286685754485871 -0.0281987614755983
1 -0.224180967867393 -0.0794551325259935
2 0.0540613202567616 -0.108834141900807
0 -0.0735200469998607 -0.0609001075727371
0 0.170368368626824 -0.169170427148896
4 -0.153780272569637 -0.190918993748712
1 -0.0428035303325817 0.0256078610547578
1 -0.480960681515487 -0.190025514075475
2 -0.589081606864981 -0.279847275083419
0 -0.886539909925558 -0.282679363426809
1 -0.727164975850655 -0.183743946778096
0 -0.585978534938915 -0.198324146542855
1 -1.0155904567977 -0.255318361713065
1 -1.41472856320052 -0.19531434452289
0 -1.46037114229926 -0.171165717464855
0 -1.36669214986352 -0.245352772841129
0 -1.63919722776365 -0.466136144580405
0 -1.42541035190723 -0.394317961213427
0 -1.95906296519325 -0.239106190292334
1 -1.8192265503243 -0.386795906244006
0 -1.37406165862957 -0.412066598798563
0 -1.90288569314645 -0.289544336502943
2 -1.343984169243 -0.146957660102795
0 -1.27765114932203 -0.254443280429802
1 -0.797414929963839 -0.0363012445718286
1 -0.221261602342996 -0.165798792448005
0 -0.358372781795559 -0.183410272629447
0 -0.542770725624379 -0.0100713875249188
1 -0.993960255749132 -0.052731450244578
1 -0.895579208978203 -0.241832568713017
0 -0.977560884920733 0.0654375298317905
1 -0.668716619454826 -0.0367992118949944
0 -0.505840855960317 0.177961306229342
1 -0.649266510785587 0.223673762646021
2 0.28339080423632 -0.0180279739193927
1 0.273498263534873 -0.0614223916096918
0 0.445120537796213 0.210884730344946
3 0.91033331695837 0.204721705880949
0 0.92565586555628 0.330286788419043
3 0.438062098058457 0.278403975835474
1 0.237583696398807 0.106054912419181
0 -0.0678106149880773 -0.025579780214859
0 -0.403751129344433 0.0902919566891551
0 -0.612568712382062 0.351275736154817
0 -0.599961376399646 0.187525501351862
2 -0.280611879046667 0.112587781617275
0 -0.786524874347392 -0.0270908655816668
0 -0.534351869640237 -0.0686750332165248
0 -0.523408436128132 0.0748963730900534
0 -0.398859773331495 0.125353890716255
2 -0.353302177373246 0.150965297341475
0 -0.217615677071235 0.239736365043567
2 0.178985148668435 0.0430091647271968
1 0.0625631660588613 0.220842390111675
2 0.242040912624305 0.340816510534315
3 0.303850490342253 0.379719816040138
0 0.583172331487062 0.169768166836216
3 1.28456052259683 0.262645251496473
0 1.00476963520219 0.111774244987068
0 0.568954913675246 0.0851787527865944
1 0.934025027342082 -0.0890437638434573
1 0.331236680273554 -0.166761927652133
1 -0.0368799897458456 -0.204956255022262
1 0.0415292472930132 -0.00635500770680852
0 0.183985325487493 0.194725013380067
2 0.678624128654824 0.251310654442245
0 0.379896132851608 0.186965283648087
2 0.672318407472974 0.137353302918908
2 0.897806538407186 -0.0107444388915858
1 1.12175227969428 0.0590025653511421
3 0.537924177206582 -0.0423625702233657
1 0.648571840109662 -0.26478510413347
2 0.131206605375807 -0.27999777730113
0 -0.0649813396672961 0.151840611363
1 0.208176499657334 -0.166810054050314
0 -0.217706067351086 -0.0536873071878353
1 -0.243221858865566 0.310804806128698
2 -0.0347194216761545 0.194050438674015
1 0.155367377640473 0.0779053436095871
1 0.200738030634923 0.162048218946271
1 0.305152074680482 -0.0249382848659768
2 0.200877792130119 0.0507605446977862
1 0.659893408330677 -0.0802244430637146
0 0.425250071552459 -0.163484698271737
1 0.34032421807732 -0.140656187702021
1 -4.95967473177483e-05 -0.209459229905788
1 -0.0321258834073023 -0.139856659751023
1 -0.318799892369707 -0.0711528087742858
2 -0.165785523925192 -0.102714426844141
0 -0.496334462092413 0.0900938860929473
0 -0.322185634483531 -0.117988373243964
0 -0.139586938522212 -0.142769297793243
0 -0.024812998380225 -0.127241476824032
0 -0.170321440596911 -0.285224210118403
0 -0.772738330069028 -0.284566456986049
0 -0.909532953951682 -0.10437377333544
0 -0.537482544006572 -0.235954047289642
0 -0.578832940636609 -0.00149424090884204
0 -0.292312929390204 0.225555872670322
2 0.220709392356183 0.0401483611104461
2 0.388374228198646 -0.0469131805332817
3 0.639317514024925 -0.0738719698725472
2 0.625816280977927 -0.126624411257379
0 0.10560952191878 -0.242577043049401
1 0.125619461962248 -0.191281810704085
0 -0.167707768816297 0.133700511505234
2 -0.0188185897053461 0.157148008749112
4 0.657051796791039 0.122522492672896
1 0.576457057546833 0.19414558711474
0 0.436936932766322 0.0968086519692828
3 0.240434812281682 -0.0799838979059945
3 0.87831925867841 -0.208275332307315
2 0.643357502912923 -0.178547061955675
2 0.267146011494852 -0.168085055052164
2 -0.678547440005159 0.0637636986068969
1 -0.377821912930733 0.00194373471415169
0 -0.660296692226376 0.0491244334675205
1 -0.132364923790926 0.0968971938321534
0 -0.196848120823136 -0.0813079544668182
1 0.18334997357572 -0.179849159912836
1 -0.347208331573148 -0.232960494676925
1 -0.826556053955719 -0.163416393321808
0 -0.730698954263576 -0.312739220958455
0 -1.11942924977694 -0.262960338475445
0 -0.594141065267201 -0.506086494742532
0 -1.20989594893435 -0.663808503910298
0 -1.54685839289018 -0.400435861902944
0 -1.38621920448375 -0.485865225764168
0 -1.939789445548 -0.393895004200487
0 -1.92894422170416 -0.354501539563516
1 -2.4629319517608 -0.0368989001248892
0 -1.36849896270582 -0.1006957001033
0 -0.861753371552734 -0.198840313582633
0 -0.606687625386823 -0.432126698679738
0 -0.776564489245876 -0.310850912073192
2 -0.502698230726 -0.170289792115078
1 -0.88116763734599 -0.302357817884801
0 -1.19228881023082 -0.16626022438922
1 -0.687214885821152 -0.3247816136478
0 -1.28685797300734 -0.262831793499323
0 -0.787067415852509 -0.281832496202965
1 -1.01232538769956 0.0315856469289841
0 -0.556876165377518 0.0508072398472093
1 -0.137168578535317 0.332271430489345
1 0.56159866844516 0.184376111578134
3 0.622455977585908 0.314201420699885
2 0.392449050403391 0.159095502593537
2 0.470190833966363 -0.094844363525717
0 0.188949721028662 0.0153803584801726
1 0.0428248385551799 -0.0586948401864797
1 0.0716884975894914 0.0791598628449359
0 0.0651685033705191 -0.216817196556899
0 0.242325301960831 -0.275340931446198
0 -0.158518511362921 -0.154600620445807
0 -0.567682283155109 -0.152880579931949
0 -0.663418078087559 -0.123299093272863
1 -0.881073839187879 -0.248340507565089
0 -0.739389619457658 -0.0467571803661301
0 -0.983617499938712 -0.253767574730011
0 -0.715218704095428 -0.0482685998662949
1 -1.25599131300499 0.0485952002138857
0 -1.01885026447579 -0.111535465053009
0 -0.618434208597809 -0.165566594171466
0 -0.307728920039735 -0.174295837072191
2 -0.52221403841551 -0.359406864285483
0 -0.131658191290716 -0.494801301076368
0 -0.564844140962368 -0.297346231262808
1 -0.244075123006103 -0.255318460626805
0 -0.719070178277044 -0.0363913130174793
0 -0.320574796724176 -0.196104310634052
0 -0.159258784550019 -0.127373840427905
0 -0.825385393942212 -0.247811362747962
0 -0.746386088180636 -0.271418238905817
0 -0.817177818525143 -0.199129564033652
0 -0.706613736943057 -0.378292988718341
1 -1.01582099952624 -0.313995411000163
0 -1.74745348786392 -0.207910375564066
0 -1.16872838948556 -0.0376190433482309
0 -0.968688994449354 -0.218706357184152
0 -1.4873731444586 -0.107164942741517
1 -1.18240553074149 -0.113871414022475
0 -0.964594393266684 0.13140538298897
1 -1.03117151001168 0.207545382374441
1 -0.431539626594514 0.157959102738758
1 0.068101341231946 0.219165151497797
0 -0.361283215554869 0.229920815534781
1 0.0178806810719505 -0.064795728351368
0 -0.262811270233318 -0.0676083099702411
0 -0.499205456758314 -0.110019205566758
1 -0.178838317902009 0.188481049473768
0 0.522174156542398 0.135828399167159
0 0.570508367286834 0.0335759566035058
1 0.270039211331066 -0.0260087783210144
0 -0.271560522644768 0.13006811841957
3 -0.790810724940338 0.364132277312126
1 -0.272573420719555 0.276381190470149
3 0.309000233380996 0.182494954231588
4 0.480395114858373 0.0664202364600454
1 0.590739482358643 -0.124644599853786
2 0.269369783177165 -0.0275260981665693
2 0.626772396864776 -0.01818483428383
4 0.977835284966755 -0.242252841908127
3 0.578065931549771 -0.204562628493876
3 -0.332132028406424 -0.108520284273079
1 -0.0738306056132883 -0.229949161451422
2 -0.023803103356288 -0.253540993427195
0 -0.25377651181098 -0.18176670426525
