"y" "theta1" "theta2"
17 2.78745696855238 0.0469070207334444
18 2.94397900788611 0.0491212895321356
36 3.25490358705047 0.0486028206260296
38 3.29264400708553 0.0557498860682512
21 3.10783616325755 0.054222897104602
34 3.27220890041725 0.0526659797336388
35 3.29686785283384 0.0632675429126992
28 3.42221245293837 0.0649240253090738
20 3.18174767368872 0.0674440823079692
31 3.61565137784924 0.0683611939116154
38 3.77147336467028 0.0589567500620093
71 3.93104996380779 0.0572185661046557
50 4.11958625437869 0.0532382398402784
39 3.56783535816608 0.061447374301307
33 3.63582419330505 0.0631084711121374
53 3.9718566767336 0.0666297756315953
60 4.08638644688319 0.0703503937077398
35 3.63831843102579 0.0719107619067141
54 3.74949782338623 0.07045173518889
61 3.92322397720164 0.0718886838096442
58 4.03000228176025 0.0652777447963798
53 3.8522222297011 0.0694955428706188
62 4.19809835470946 0.0637969195701889
67 4.34222217690517 0.0589453229802421
74 4.42314891407666 0.0542765048507663
69 4.27056158619087 0.0576285499125654
68 4.13831855894865 0.058907352677173
86 4.3864023729032 0.0553711097266216
105 4.58337626357054 0.0523040244466587
73 4.4398361437959 0.0434569965577818
98 4.69130644522045 0.0491793339319799
117 4.73379279559537 0.0456503494761789
87 4.51152091769986 0.0510692648863303
90 4.55824402528681 0.05166120359578
102 4.45492558193268 0.0478919634821742
70 4.24411409500983 0.0398380552327066
57 4.11132918839947 0.0398280723630233
65 4.16451837129162 0.0444136130589375
84 4.26136607033348 0.0380674562009061
70 4.10856126235869 0.0335557613889284
68 4.27901626695333 0.0275327328281276
65 4.29746101840532 0.0270611037320248
48 4.15993656823917 0.0156594589038889
65 4.0922856231609 0.0132868944002078
39 3.92260414124881 0.013063979671244
62 4.19206553314612 0.007591087647342
62 4.19831219710622 0.00320776163500713
94 4.60981614584246 0.00173171263947085
108 4.54871972190947 0.00496334993413407
80 4.38174368529012 0.00745357217174565
102 4.54431376646109 0.00619502547252138
77 4.24825625054551 0.0154485730843382
74 4.23758965629869 0.00751203417270773
77 4.32879332267467 0.00747722297312702
71 4.23509990426753 0.00949726064134062
72 4.19622802259696 0.00217839106083836
59 4.29439608437396 -0.00240224879783787
79 4.27899693154097 -0.00559257553684978
98 4.58434307932769 -0.013070491391862
97 4.44302624266248 -0.0131974939115223
63 4.1812254081634 -0.0130156901477486
81 4.52493237880008 -0.0205570717069381
107 4.60629940118187 -0.0261675801699162
82 4.31090739227841 -0.0264043908340765
56 4.03190313879701 -0.0286649549292074
77 4.02304179442646 -0.0362202714357767
52 3.89644378850228 -0.0420706669656911
44 3.82423227918949 -0.0392462384941113
37 3.67092990164723 -0.0323984105913857
24 3.38658964318982 -0.030435281251532
26 3.28843716684983 -0.0230481087121995
23 3.30769021640092 -0.0282096911317169
18 3.08617775704121 -0.0288960660923192
30 3.41234529843863 -0.023326424222366
27 3.51088731636419 -0.028646920242704
31 3.63501315978255 -0.0218281420308593
31 3.43411283607315 -0.0258727486154955
29 3.23198726934528 -0.0279720813230917
19 3.37194531046432 -0.0258696665525071
27 3.23810472803591 -0.029931909312494
16 2.98124379115059 -0.0295040288692693
21 2.95967317500656 -0.0286418448783841
19 2.86234690107148 -0.0214667986375369
18 2.62564329786488 -0.0138995982139584
13 2.75447749708009 -0.0230061944974422
27 2.6155513996479 -0.0191473931642304
7 2.2303870099219 -0.0176483024183038
11 2.45555217254984 -0.0156049343304674
21 2.86663110842535 -0.0124960274636985
25 3.31337404583967 -0.0126849513159022
27 3.29988875405923 -0.00852093347195091
30 3.41868605023775 -0.00932319709059412
25 3.49291169547845 -0.00388462080866126
33 3.40986584747276 -0.0026933543852011
32 3.4967847558282 -0.00370873051394736
32 3.37107052533354 -0.00754113158400962
22 3.37181454930443 -0.00443572154728413
39 3.3762133835367 -0.00443703974506407
25 3.22882534832949 0.00183696031134504
25 3.08600041968406 0.00146032629431793
21 3.01375873922399 -0.00276854227032673
17 3.18222019335887 -0.00317089013969386
18 2.9866579386533 -0.00645942131758987
28 3.18250720837712 0.00283742137997853
14 2.98584299097528 0.00350384945800283
20 2.69793260729543 0.00398211580488805
19 2.82734530472971 -0.000577963824969221
19 2.67574517697277 -0.00306132426914182
12 2.6224292105438 0.00147680986617333
6 2.35087204279349 -0.0031723451776606
13 2.50309345505147 -0.00400417991523582
16 2.79899309075825 0.00349511126723496
18 2.88033010875243 0.00939453078971257
27 3.16151079113666 0.00815253132447386
18 3.11560371246632 0.000728384399470287
34 3.13951894262882 0.0105070891137528
25 2.9635137947898 0.0131686981916217
17 2.94279373814302 0.0119737056097935
24 3.05831510901164 0.019627741718043
25 3.13340104160338 0.0179743320402368
26 3.05619278739696 0.0164447811765154
22 3.14919648120708 0.0177648817861594
23 3.32822099188225 0.0250764991392362
24 3.18129116434144 0.0209298475853592
33 3.44632359843058 0.0225361817180138
27 3.22593439593226 0.0231073749573291
21 2.95872279528933 0.032882423193159
27 3.02857039571989 0.0294212387252423
24 3.19585524894249 0.0214599294170032
22 3.1144710270843 0.026325245751685
21 3.04431695073806 0.028726445210237
18 3.04453079440736 0.0397898417809922
24 3.26711838341026 0.0348187389371337
13 2.94316222234837 0.0334490758660414
23 3.00929656481512 0.0372353152836126
21 2.87743937710435 0.0301417540532139
23 2.88539122233069 0.0283374795548914
17 2.65849253624413 0.0310999889307176
21 2.70772007207677 0.0293534069302255
14 2.86077457340348 0.0455981205860362
31 3.26920358436701 0.0393091827461492
34 3.24946305289436 0.0385910040459303
32 3.55758848360534 0.0313212897188834
40 3.58734114578973 0.0233347636907071
22 3.18436009973097 0.0241195940509526
32 3.31861483415736 0.0257845013362086
35 3.42514236049516 0.0280923738185123
34 3.6761620303932 0.0233065711383624
38 3.74617796009764 0.0147679734509313
40 3.56182454176638 0.00449663665974656
37 3.44196609372095 -0.00177880249619837
19 3.21591967282427 0.00409895855570509
29 3.21807497832753 0.00973579442385748
21 3.22738533488279 0.0104807494227893
31 3.266173205808 0.00576830641147461
15 3.16478641729557 0.0028791678501591
29 2.97212096375125 0.00239754811090149
26 3.32808432445209 -0.00702218627737171
45 3.58663410964265 -0.00723165782142005
35 3.52162376683367 -0.00391801344640448
49 4.07699699612149 0.00112351289294391
64 4.23877047282058 0.00150690637018255
66 4.04597200406211 -0.000398782569180834
54 3.99808081012934 0.00049061323896969
40 3.87642077502532 0.00795167495763813
51 4.21000279676308 0.0112241238477495
