"y" "theta1" "theta2"
3.00767542900262 2.75090486690448 0.747459300397704
3.7699559268624 3.84499729184083 0.928253590736329
7.02838667212992 5.60114557673973 0.885920781821039
8.06961889518407 6.45271643183615 1.46947623154511
7.06720990710878 7.16148232814959 1.34479810475171
6.97620716933714 8.85460481137867 1.21767633373387
8.51875612823998 8.73558235748638 1.80804896954534
10.4268732325873 9.56796851586667 1.73116519074724
12.1552569910374 12.337173916185 1.53865354264989
12.4575585477973 12.9101032645133 1.744415334984
15.6359076254301 14.9039789058151 2.05962817480871
15.4159758886245 16.6300843689534 2.28545097106492
16.778766845221 18.4858694456907 1.90491352643502
20.1552620745559 20.4105681387565 1.99703890109854
21.8553493412409 22.8228701463188 1.67204662251445
25.7531147597905 24.7319809649073 1.30918056282788
26.0324842482749 25.8048487102139 1.60239521014611
27.4325161096818 26.9779176509889 2.30708197980052
29.8144932899251 29.3341635617083 2.43075923383493
32.0155689622144 31.8141262939284 1.09220865609284
33.11660375537 32.7051922522946 1.17504628300288
35.5679426980794 34.6469059701764 0.849791386106731
36.3317023616376 35.6806489473671 1.31422543245393
37.3259442052929 37.3897156108361 0.847728461402898
38.1951210987716 38.5789590345803 0.421299852180335
39.6464169811236 39.3184837743723 0.764839827513962
40.6678093274731 39.5981639428916 0.27300285756748
39.9269494283437 40.0124361898595 0.312554530436779
39.5172887859435 39.6708298433367 0.586247863644241
40.7380590754247 40.1569777363876 1.00365303109124
42.3829901866748 41.9231243092504 0.790701578878634
42.8670961896987 43.4757684650751 0.29394169025937
43.2063875564032 43.1498313506297 -0.358638649061971
43.8877180314422 43.1489674530539 0.178449394630389
42.3064568430783 42.7779368419258 1.00511563209406
43.7543301329618 43.8408447692305 0.816277060942481
44.7424562874592 44.7601994003348 0.869567461411542
45.3324253803914 45.6889607326913 0.652474224206184
45.0691150468546 45.431613520577 0.481489383530045
47.4900443558189 47.3929895529161 -0.127667513709161
46.5354078002927 46.4472298973827 -0.785266368588758
44.8132570337659 45.1160817929255 -0.786081466485176
43.1278509637436 43.9938785446875 -1.69154492546416
42.0521419044757 42.4006588234667 -1.43769727855219
41.9811277477244 40.9629959879356 -0.93552576378657
40.2761439319187 39.4265562650436 -0.987992666148526
38.1203950571984 38.1812821116915 -1.01145773316213
36.6628018829235 36.683622556598 -1.21032646584795
34.9064974862366 35.2466107862723 -0.712405099158055
33.5499839683617 34.2969492367461 -0.400758680728825
34.6992125861799 33.8738990831209 -1.09463061931023
31.7538099224647 32.6293865404038 -1.30385740909476
30.9440416460981 31.3212776903171 -1.66175447931106
29.6069473979645 30.3648119897537 -1.7402520348453
29.1311546267497 28.7139520459759 -1.90247358592423
27.9175345702224 27.5960482617349 -2.34641917304339
25.1336519903008 25.2961296705182 -1.94591006899285
25.0030825971569 23.8084547373602 -2.72632277508951
20.5311876006299 21.555790368339 -2.79375184719416
19.1097347842886 19.1142288908299 -2.57766098203405
16.8803094593738 16.6195237177837 -2.83888245482796
12.9971680915419 13.9420300914869 -2.96377104325756
10.7707169203131 11.362074983234 -2.71592677919645
7.52874224844547 7.77275629777605 -2.62426651544329
4.60861498502021 5.28685091055528 -3.20296201061845
3.09330159396479 2.67859227966918 -3.02238838370788
-0.764425169729511 0.65044546294487 -2.96477768944517
-0.675200761935434 -2.13151492628508 -2.4409451677396
-5.82568934448505 -5.32659824994362 -2.95562342314483
-8.99063381982751 -8.85955180180088 -3.24440879534291
-12.6856887579575 -12.7618970109067 -2.33344714861304
-15.1149555316122 -15.1414120634356 -2.11179930669065
-17.479022500822 -17.3255589675435 -1.4513598932148
-19.7285338793498 -19.479976742803 -1.27888396926072
-20.741759767784 -21.044660202813 -1.75656676398571
-23.0622619560693 -22.8965406792116 -1.52595314497373
-24.9753369705381 -24.7831710047024 -0.966830338038032
-25.5603805037348 -25.2307866511675 -1.50419433689663
-25.9288309490718 -26.882510823085 -1.67903938278294
-29.2403763713129 -28.574018946284 -1.56981826179693
-29.6533650407132 -30.5432459597477 -1.12346827664539
-29.5331423151465 -30.9826834227826 -1.74090793564407
-31.6691013397475 -32.1666271714314 -1.75285634884398
-34.4168492158309 -34.4515331223092 -2.24307232286124
-36.4334320192873 -37.3510486608836 -2.15809324330203
-40.0424921865208 -40.0754178638653 -2.48833398805736
-42.503980931271 -43.1211122011811 -2.65974378585556
-46.5590618774679 -45.2498143123686 -2.48808233866813
-47.1924561564471 -47.7674718818281 -2.01190128109186
-49.840777726408 -49.8838876501304 -3.21934659837714
-52.6776700267868 -52.7889775013889 -3.19886261480151
-54.8251675397965 -55.7514620264321 -3.37620504805509
-57.8931006245436 -58.8700219984747 -3.93194408777966
-63.3179132817509 -62.1422567568654 -3.56340700752358
-65.9865695628671 -66.0174856909125 -3.27919658830363
-69.6847503671841 -69.1060680902115 -2.17923291384479
-72.9289527646911 -72.4427483755255 -2.05683266698985
-72.6911148657289 -74.2552742962347 -2.42014216024548
-76.8607376356916 -76.7431730076113 -2.63361308815697
-80.0538252931847 -78.9043406732781 -2.59008109978171
