"y" "theta1" "theta2"
11 2.25745696855238 0.0169070207334444
11 2.28265786886805 0.0108568804267474
9 2.27513344391488 0.0191358273683732
13 2.56358508026054 0.0126308475093104
11 2.38809224722199 0.021467654273503
17 2.63731745512487 0.0268252984655905
12 2.74766305556238 0.0321149448287313
14 2.72666663794057 0.0223583167170808
17 2.95941278402119 0.0327387188127919
18 3.12866146305792 0.0364123149659549
30 3.24396005340061 0.0402728680556759
15 3.17876377942888 0.0430386211712569
23 3.21285408703219 0.0462205001802666
17 2.74749955926402 0.040726270260887
25 2.81597706745413 0.0333819951930324
15 2.96292060723993 0.0351452524888628
12 3.30668042434399 0.038555699974912
38 3.46289239856101 0.0390477349587636
30 3.46281111337423 0.040289518087056
46 3.81163511966196 0.0435553419559511
52 4.1207472933979 0.0446586486386131
58 3.98473244204282 0.0441646774553474
51 3.86374202931163 0.0411914815892885
50 4.03798597122329 0.0437316412861208
57 4.16280494826946 0.0444267546364797
70 4.18629180835825 0.0378851458668833
73 4.18656722970707 0.0368841461609499
74 4.36578665383744 0.0445090815786653
86 4.52568645591592 0.0489869546865307
80 4.37865052098948 0.0409945104489828
103 4.53278334183815 0.0475724687189624
75 4.40659497586521 0.0576970210658245
102 4.53097340242336 0.0492245763230239
82 4.51502250786793 0.0560224499336084
73 4.48696510857448 0.0532607389700254
86 4.36728335898534 0.0417189024940575
101 4.604044298885 0.0406323940155121
80 4.50583534962824 0.0403849264323209
105 4.47204366191835 0.0370237086147927
111 4.56150145651607 0.0306775517567613
92 4.40130674409713 0.0261658569447836
91 4.56437184424762 0.0201428283839828
88 4.57542669125547 0.01967119928788
66 4.43051233664518 0.00826955445974411
84 4.35547148712276 0.00589698995606301
52 4.17840010076653 0.00567407522709918
80 4.44047158821969 0.000201183203197172
79 4.43932834773564 -0.0041821428091377
120 4.84344239202774 -0.00565819180467398
134 4.7749560636506 -0.00242655451001076
100 4.60059012258711 6.36677276008172e-05
125 4.75577029931393 -0.00119487897162345
93 4.45232287895421 0.00805866864019335
90 4.43426638026325 0.000122129728562894
93 4.51808014219508 8.731852898219e-05
85 4.4169968193438 0.00210735619719579
85 4.37073503322908 -0.00521151338330647
71 4.46151319056194 -0.0097921532419827
93 4.4387241332848 -0.0129824799809946
114 4.73668037662738 -0.0204603958360068
111 4.58797363551802 -0.0205873983556672
73 4.31878289657479 -0.0204055945918934
57 4.08406991997605 -0.0238458832295647
46 3.93797218506712 -0.029619184516689
43 3.63912857181688 -0.0298559951808492
28 3.35667271398871 -0.0321165592759801
33 3.34435976527138 -0.0396718757825495
21 3.11968213861486 -0.037325619101697
20 3.17167279009737 -0.0386092905924611
19 3.30944104819735 -0.0463403230431646
22 3.18236704903938 -0.0478156213933734
30 3.36815433457541 -0.0479403087975335
28 3.1569904580143 -0.0519343963142013
20 3.32303148004743 -0.0450940881780972
21 3.27106184328614 -0.0462518890904212
21 3.05656109713442 -0.0522557840909399
21 2.79671974142159 -0.0512150071722828
13 2.56643255257078 -0.055259613756919
13 2.33492012070148 -0.0573589464645152
5 2.4454912966791 -0.0552565316939305
11 2.28226384910927 -0.0593187744539174
9 2.18989469184837 -0.0741068990522269
5 1.97801756697525 -0.0644314077708242
6 1.94085081093773 -0.0620676268732407
3 1.79769388421512 -0.0666930781036807
7 1.51576400154238 -0.0591258776801021
1 1.58624993600813 -0.0636255564656953
4 1.42401762832284 -0.0601447039323384
0 1.48589893690094 -0.0646778075080805
4 1.27947349921537 -0.0762522812227724
4 1.23400886743197 -0.0685738452617342
2 1.02472586048042 -0.0564579184114094
8 1.06658020939228 -0.0511513615434778
1 1.16482920836776 -0.050618205748437
2 1.09625810530266 -0.0537656900261182
2 1.04924583948942 -0.0497395340925596
2 1.00967483582539 -0.049400981798827
3 1.13225673682134 -0.0562277710972774
4 0.996867738527043 -0.0550365046738172
3 0.762674937210117 -0.0584911658631085
1 0.693092813136854 -0.0623493185331753
3 0.659048031417261 -0.0691230813707467
3 0.688126637894511 -0.0756747173292066
5 0.62128647634486 -0.0756760355269865
3 0.791639135948372 -0.0663955636320328
2 0.730712208816251 -0.0709701742292904
3 0.5749267136201 -0.0639171757390128
3 0.377280971983446 -0.0630804522665833
1 0.216992739219465 -0.0588353361842165
0 -0.0681655025051657 -0.0630440107104836
3 -0.186496873311102 -0.0566464481691019
1 -0.318421200744457 -0.062747419005796
1 -0.360094313517801 -0.0691030917613723
1 -0.720611638417023 -0.0686248254144871
1 -0.808387815390851 -0.0685555646570641
0 -0.750065724340471 -0.0733313048089876
1 -0.792020419397814 -0.0669742839002407
0 -0.715486301348508 -0.0685694037549296
0 -0.706090268558046 -0.0668225855690264
0 -0.856794441607222 -0.0686646379241902
1 -0.880757921399322 -0.0591808465607826
0 -1.18000072189854 -0.0614529328297721
1 -1.05489762908939 -0.0604315223885841
1 -0.900701952959499 -0.0694391240286071
0 -1.02420068698292 -0.0768632709536106
1 -1.29322092383812 -0.0761300385099485
0 -1.09327614103272 -0.0731594766994882
0 -1.08226814846175 -0.0655542299205228
0 -1.13159575913222 -0.07264772784235
1 -1.10069582171574 -0.0649936917341005
0 -0.877514331357976 -0.0627949348121846
0 -0.853992741843007 -0.0658048724734333
0 -1.17486429089834 -0.0674035504472591
1 -1.20052259467508 -0.0688035712343513
0 -1.45612431543275 -0.0617865702676959
0 -1.50830026323672 -0.0615178197158723
0 -1.56821705910216 -0.0537986181549699
0 -1.50847768865741 -0.045709619854242
0 -1.53612459230839 -0.0436752703559486
0 -1.86786711047247 -0.0477861113182649
0 -2.19101831465953 -0.0491355586879816
1 -2.20318869611011 -0.0525967431558983
0 -2.72140352541537 -0.0478499046671304
0 -2.75221084324108 -0.0511021222876958
0 -2.96752728857662 -0.047151660940761
0 -2.93874635546351 -0.0463157916312832
0 -2.7211156655304 -0.0438035851355243
0 -2.84646194634092 -0.0522710303931698
0 -2.97098584212545 -0.0460903217656404
0 -3.06038871320782 -0.0525624877032767
0 -3.08026593431038 -0.0487762482857055
0 -2.88147356495147 -0.053526743800237
0 -2.78556672845278 -0.054228450329881
0 -2.8916520900274 -0.0557540936294475
0 -2.86004796680503 -0.0655463394529045
0 -2.8959749602831 -0.067756221846202
0 -3.16924609486729 -0.0702034251724142
0 -3.11574842564322 -0.0539587115166035
0 -3.36192266796654 -0.0424849913260062
0 -3.35227638453363 -0.0484172381925908
0 -3.42340442732333 -0.0393972031965314
0 -3.33282845363021 -0.0511095288894106
0 -3.24301362021942 -0.0509189393814616
0 -3.17363649609168 -0.064400228994935
0 -3.49354469512066 -0.0656042343511009
0 -3.6082781093802 -0.0638800321958617
0 -3.59141511657447 -0.061572159713558
0 -3.90226910313157 -0.0696218068597331
0 -4.11573440115519 -0.0703629684689181
0 -4.45611153678539 -0.0732965047968861
0 -4.72852943336448 -0.0835678415880709
0 -4.82457868804819 -0.0769354154244932
0 -4.69585646314184 -0.0840273802201634
0 -4.98587974688698 -0.0833632181467334
0 -5.49123650077993 -0.0917549883427764
0 -5.5834169269913 -0.0910100333438446
0 -5.52116743888725 -0.0901148835643366
0 -5.77876399648108 -0.0968015522373221
0 -5.9669281320142 -0.106427330203029
0 -6.2689000836117 -0.106908949942286
0 -6.14522375202895 -0.112124916534283
0 -6.31916671475958 -0.103726793408884
0 -6.65957251878293 -0.105885959113428
1 -6.66067184208781 -0.104657739262825
0 -7.15945616511202 -0.109158375677949
0 -7.37320982746245 -0.107130513508231
0 -7.57762464251951 -0.100177195799869
0 -7.73806501392116 -0.0933914492663957
0 -7.77847516749301 -0.102892508730199
0 -8.0035183245662 -0.0954314470115301
0 -8.32057185901035 -0.0851341113005734
0 -8.31353858979621 -0.0763309250510495
0 -8.68305154411001 -0.0864119985182126
0 -8.87764475912107 -0.085965364729016
0 -8.93569993325231 -0.0835145681908827
0 -9.04637138095281 -0.078706747979501
0 -8.92717610524147 -0.0807033162668643
0 -9.27210269836086 -0.0757151107638761
0 -9.11810554066333 -0.0686104300667149
0 -9.019181337325 -0.0681787570316998
